chr,bp_mm10,megamuga,gigamuga
19,39015539,UNC30297902,UNC30297902
19,39092987,UNC30298859,UNC30298859
19,3912618,,JAX00469039;JAX00469039q
19,39207820,UNC30299358,UNC30299358
19,39309816,UNC30300096,UNC30300096
19,39364019,UNC30300482,UNC30300482
19,39431963,UNC30301287,UNC30301287
19,3948421,UNC29829291,UNC29829291
19,39579887,UNC30302822,UNC30302822
19,39677081,UNC30303215,UNC30303215
19,39741645,UNC30303344,UNC30303344
19,39789700,UNC30303434,UNC30303434
19,39854075,UNC30303536,UNC30303536
19,39930549,JAX00214946,JAX00214946
19,39958279,UNC30304188,UNC30304188
19,40010538,UNC30305167,UNC30305167
19,40119102,UNC30306526,UNC30306526
19,40165283,UNC30307171,UNC30307171
19,4019497,JAX00469067,JAX00469067
19,40198474,UNC30307645,UNC30307645
19,40206883,UNC30307810,UNC30307810
19,40222026,UNC30308105,UNC30308105
19,40230733,UNC30308285,UNC30308285
19,40241143,UNC30308455,UNC30308455
19,40248762,UNC30308619,UNC30308619
19,4025502,JAX00469069,JAX00469069
19,40259706,UNC30308844,UNC30308844
19,40268443,UNC30309042,UNC30309042
19,40281067,UNC30309268,UNC30309268
19,40283558,UNC30309315,UNC30309315
19,40292026,UNC30309447,UNC30309447
19,40294939,JAX00477352,JAX00477352
19,40298885,UNC30309532,UNC30309532
19,40322095,JAX00089057,JAX00089057
19,40323170,UNC30309860,UNC30309860
19,40333052,UNC30309967,UNC30309967
19,40341343,UNC30310085,UNC30310085
19,40349996,UNC30310225,UNC30310225
19,40374039,UNC30310625,UNC30310625
19,40386389,UNC30310811,UNC30310811
19,40394946,UNC30310939,UNC30310939
19,40401329,UNC30311036,UNC30311036
19,40410259,UNC30311181,UNC30311181
19,40419789,UNC30311299,UNC30311299
19,40426154,UNC30311367,UNC30311367
19,40434715,UNC30311502,UNC30311502
19,40441430,UNC30311590,UNC30311590
19,40450813,UNC30311763,UNC30311763
19,40458744,UNC30311893,UNC30311893
19,40465335,UNC30312004,UNC30312004
19,40472852,UNC30312086,UNC30312086
19,40481927,UNC30312232,UNC30312232
19,40509486,UNC30312674,UNC30312674
19,4052841,JAX00469079,JAX00469079
19,40615846,UNC30315337,UNC30315337
19,40660922,UNC30316397,UNC30316397
19,40765242,UNC30319023,UNC30319023
19,40810976,UNC30319635,UNC30319635
19,40844317,UNC30320280,UNC30320280
19,40902568,UNC30321102,UNC30321102
19,40944375,UNC30321736,UNC30321736
19,40963897,UNC30322169,UNC30322169
19,4098846,UNC29830560,UNC29830560
19,41018751,UNC30323050,UNC30323050
19,41038710,JAX00477586,JAX00477586
19,41053692,UNC30323773,UNC30323773
19,41086035,JAX00089114,JAX00089114
19,41118657,UNC30324577,UNC30324577
19,41155811,UNC30325011,UNC30325011
19,41205185,UNC30325708,UNC30325708
19,41236467,UNC30326120,UNC30326120
19,41296256,UNC30326852,UNC30326852
19,41305706,UNC30327020,UNC30327020
19,41368797,UNC30327989,UNC30327989
19,41419498,UNC30328686,UNC30328686
19,41439905,UNC30328851,UNC30328851
19,41505438,UNC30329433,UNC30329433
19,41578326,JAX00477671,JAX00477671
19,41598482,UNC30330174,UNC30330174
19,41623728,UNC30330531,UNC30330531
19,4166115,UNC29831148,UNC29831148
19,41684627,UNC30331580,UNC30331580
19,41689246,JAX00089161,JAX00089161
19,41690810,JAX00477709,JAX00477709
19,41697992,UNC30331816,UNC30331816;UNCHS047766
19,41791283,UNC30333430,UNC30333430
19,41831304,UNC30333897,UNC30333897
19,41882542,JAX00089174,JAX00089174
19,41883114,UNC30334487,UNC30334487
19,41929279,UNC30335216,UNC30335216
19,42013619,UNC30336218,UNC30336218
19,42069714,JAX00477802,JAX00477802
19,42074052,UNC30337081,UNC30337081
19,42140650,UNC30338130,UNC30338130
19,42197007,UNC30338778,UNC30338778
19,42239070,UNC30339490,UNC30339490
19,42284599,UNC30340219,UNC30340219
19,42321750,UNC30340737,UNC30340737
19,42340580,UNC30341093,UNC30341093
19,4235196,JAX00469121,JAX00469121
19,42382759,JAX00477864,JAX00477864
19,42413794,UNC30342229,UNC30342229
19,42422508,UNC30342371,UNC30342371
19,42445420,JAX00477899,JAX00477899
19,42483433,JAX00089221,JAX00089221
19,42497254,JAX00477927,JAX00477927
19,42513123,UNC30343498,UNC30343498
19,42569547,UNC30344157,UNC30344157
19,4262698,UNC29831860,UNC29831860;UNCHS047059
19,42684598,UNC30346115,UNC30346115
19,42742559,UNC30347226,UNC30347226
19,42785050,UNC30348151,UNC30348151
19,42830828,UNC30348877,UNC30348877
19,42876456,UNC30349399,UNC30349399
19,42906587,UNC30349853,UNC30349853
19,42911221,JAX00478037,JAX00478037
19,42943122,UNC30350463,UNC30350463
19,42996352,UNC30351150,UNC30351150
19,43036023,UNC30351570,UNC30351570
19,43065313,UNC30351918,UNC30351918
19,4312730,UNC29832192,UNC29832192
19,43129878,UNC30352747,UNC30352747
19,43157832,UNC30353071,UNC30353071
19,43200742,UNC30353644,UNC30353644
19,43258151,UNC30354272,UNC30354272
19,43314747,UNC30354727,UNC30354727
19,43330903,UNC30354821,UNC30354821
19,43394319,UNC30355310,UNC30355310
19,43442653,UNC30355891,UNC30355891
19,43460570,UNC30356247,UNC30356247
19,43495077,UNC30356852,UNC30356852
19,43553705,UNC30357868,UNC30357868
19,43577706,UNC30358255,UNC30358255
19,43603212,UNC30358655,UNC30358655
19,43623644,UNC30358854,UNC30358854
19,43637958,UNC30359130,UNC30359130
19,43649637,UNC30359317,UNC30359317
19,43681314,UNC30359657,UNC30359657
19,43696631,UNC30359858,UNC30359858
19,43720554,UNC30360291,UNC30360291
19,43728349,UNC30360382,UNC30360382
19,43746085,UNC30360663,UNC30360663
19,43775189,UNC30361081,UNC30361081
19,43798211,UNC30361371,UNC30361371
19,43816092,UNC30361571,UNC30361571
19,43831504,UNC30361747,UNC30361747
19,43854632,UNC30362100,UNC30362100
19,43870215,UNC30362439,UNC30362439
19,43899674,UNC30362847,UNC30362847
19,43901603,UNC30362865,UNC30362865
19,43929680,UNC30363308,UNC30363308
19,43930538,JAX00478257,JAX00478257
19,43946165,UNC30363583,UNC30363583
19,43969662,UNC30363965,UNC30363965
19,43979864,UNC30364210,UNC30364210
19,43999214,UNC30364509,UNC30364509
19,44030626,UNC30364923,UNC30364923
19,44037311,UNC30364997,UNC30364997
19,44086712,UNC30365654,UNC30365654
19,44096388,UNC30365722,UNC30365722
19,44118715,UNC30365954,UNC30365954
19,4416152,UNC29832780,UNC29832780
19,44161802,UNC30366739,UNC30366739
19,44182223,UNC30366966,UNC30366966
19,44202029,UNC30367183,UNC30367183
19,44217838,UNC30367401,UNC30367401
19,44233045,UNC30367541,UNC30367541
19,44260331,UNC30367950,UNC30367950
19,44275653,UNC30368203,UNC30368203
19,44323299,UNC30368953,UNC30368953
19,44339064,UNC30369232,UNC30369232
19,44347062,UNC30369381,UNC30369381
19,44372542,UNC30369819,UNC30369819
19,44390000,UNC30370037,UNC30370037
19,44410408,UNC30370272,UNC30370272
19,44429997,UNC30370500,UNC30370500
19,4443275,UNC29833061,UNC29833061
19,44473070,UNC30371336,UNC30371336
19,44491702,UNC30371719,UNC30371719
19,44503348,UNC30371955,UNC30371955
19,44529380,UNC30372430,UNC30372430
19,44551220,UNC30372847,UNC30372847
19,44565979,UNC30373111,UNC30373111
19,44583763,UNC30373398,UNC30373398
19,44599198,UNC30373668,UNC30373668
19,44642073,UNC30374219,UNC30374219
19,44648788,UNC30374306,UNC30374306
19,44652523,UNC30374368,UNC30374368
19,44655080,UNC30374411,UNC30374411
19,44659761,UNC30374484,UNC30374484
19,44663590,UNC30374511,UNC30374511
19,44666996,UNC30374557,UNC30374557
19,44677191,UNC30374655,UNC30374655
19,44681005,UNC30374698,UNC30374698
19,44684544,UNC30374737,UNC30374737
19,44689343,UNC30374826,UNC30374826
19,44691520,UNC30374845,UNC30374845
19,44695273,UNC30374877,UNC30374877
19,44698836,UNC30374907,UNC30374907
19,44701763,UNC30374933,UNC30374933
19,44705031,UNC30374971,UNC30374971
19,44710678,UNC30375041,UNC30375041
19,44716134,UNC30375143,UNC30375143
19,44720598,UNC30375182,UNC30375182
19,44724179,UNC30375227,UNC30375227
19,44727338,UNC30375245,UNC30375245
19,44732035,UNC30375285,UNC30375285
19,44736052,UNC30375320,UNC30375320
19,44736741,UNC30375331,UNC30375331;UNCHS047845
19,44741536,UNC30375376,UNC30375376
19,44752543,UNC30375446,UNC30375446
19,44754452,UNC30375460,UNC30375460
19,44773561,UNC30375665,UNC30375665
19,4484447,JAX00469178,JAX00469178;JAX00469178r
19,44850468,UNC30376606,UNC30376606
19,44889202,UNC30376908,UNC30376908
19,44921095,UNC190180843,UNC190180843
19,44954370,UNC30377634,UNC30377634
19,45024195,UNC30378192,UNC30378192
19,45073296,UNC30378734,UNC30378734
19,45088207,UNC30378943,UNC30378943
19,45142691,UNC30379866,UNC30379866
19,45173881,UNC30380457,UNC30380457
19,45176281,JAX00478612,JAX00478612
19,45217976,UNC30381154,UNC30381154
19,45249294,UNC30381459,UNC30381459
19,45287668,UNC30382053,UNC30382053
19,45332377,UNC30382562,UNC30382562
19,45334847,JAX00478636,JAX00478636
19,45343262,JAX00478640,JAX00478640
19,45362415,UNC30382898,UNC30382898
19,45364874,JAX00089436,JAX00089436
19,45402794,UNC30383318,UNC30383318
19,4540453,UNC29834230,UNC29834230
19,45408346,JAX00478647,JAX00478647
19,45441330,UNC30383650,UNC30383650;UNCHS047859
19,45443117,,JAX00478652;JAX00478652q
19,45465306,UNC30383779,UNC30383779
19,45492828,JAX00089446,JAX00089446
19,45514958,UNC30384222,UNC30384222
19,45555477,UNC30384645,UNC30384645
19,45594142,UNC30385087,UNC30385087
19,45617039,UNC30385419,UNC30385419
19,45628898,JAX00089456,JAX00089456
19,45653058,UNC30385989,UNC30385989
19,45660603,UNC30386089,UNC30386089
19,45676972,UNC30386265,UNC30386265
19,45691138,UNC30386434,UNC30386434
19,45696576,UNC30386515,UNC30386515
19,45709206,UNC30386596,UNC30386596
19,45718787,UNC30386742,UNC30386742
19,45728980,UNC30386897,UNC30386897
19,45757011,UNC30387146,UNC30387146
19,45765842,UNC30387215,UNC30387215
19,45778898,UNC30387382,UNC30387382
19,45783847,UNC30387430,UNC30387430
19,45802908,UNC30387747,UNC30387747
19,45811978,UNC30387899,UNC30387899
19,45828929,UNC30388123,UNC30388123
19,45835109,JAX00478708,JAX00478708
19,45841118,UNC30388230,UNC30388230
19,45851580,UNC30388406,UNC30388406
19,45867911,UNC30388622,UNC30388622
19,45878670,UNC30388775,UNC30388775
19,45883620,UNC30388863,UNC30388863
19,45887076,JAX00478727,JAX00478727
19,45894783,UNC30389045,UNC30389045
19,45905840,UNC30389272,UNC30389272
19,45921527,UNC30389509,UNC30389509
19,45933233,UNC30389653,UNC30389653
19,45946306,UNC30389853,UNC30389853;UNCHS047871
19,45967823,UNC30390221,UNC30390221
19,45975423,JAX00478756,JAX00478756
19,45976660,UNC30390358,UNC30390358
19,45988857,UNC30390553,UNC30390553
19,46008823,UNC30390881,UNC30390881
19,46029127,UNC30391227,UNC30391227
19,46041210,UNC30391332,UNC30391332
19,46060747,UNC30391554,UNC30391554
19,46066898,UNC30391631,UNC30391631
19,46075951,UNC30391738,UNC30391738
19,46091789,UNC30391944,UNC30391944
19,46116298,UNC30392264,UNC30392264
19,46160283,UNC30392673,UNC30392673
19,46184024,UNC30392944,UNC30392944
19,46206999,JAX00089500,JAX00089500
19,46234499,UNC30393368,UNC30393368
19,46242397,JAX00478797,JAX00478797
19,46255537,UNC30393500,UNC30393500
19,4628058,UNC29834997,UNC29834997
19,46293157,UNC30393833,UNC30393833
19,46326087,UNC30394191,UNC30394191
19,46365291,UNC30394720,UNC30394720
19,46460462,UNC30396042,UNC30396042
19,46499881,UNC30396412,UNC30396412
19,46544141,UNC30396873,UNC30396873
19,46557775,UNC30397183,UNC30397183
19,46656091,JAX00478865,JAX00478865
19,46667626,UNC30398748,UNC30398748
19,46691480,UNC30398983,UNC30398983
19,46742923,UNC30399642,UNC30399642
19,46778699,UNC30400006,UNC30400006
19,46816077,UNC30400546,UNC30400546
19,46842148,UNC30401037,UNC30401037
19,4685791,UNC29835726,UNC29835726
19,46917649,UNC30402027,UNC30402027
19,46954057,UNC30402472,UNC30402472
19,46973458,UNC30402765,UNC30402765
19,47032063,UNC30403774,UNC30403774
19,47056313,UNC30404124,UNC30404124
19,47096234,UNC30404798,UNC30404798
19,47171696,UNC30406201,UNC30406201
19,47206021,UNC30406793,UNC30406793
19,47221203,UNC30407111,UNC30407111
19,47265015,UNC30407806,UNC30407806
19,47298245,UNC30408346,UNC30408346
19,4732824,UNC29836189,UNC29836189
19,47344366,UNC30409023,UNC30409023
19,47354592,UNC30409278,UNC30409278
19,47412184,UNC30410614,UNC30410614
19,47433884,UNC30410944,UNC30410944
19,47474758,UNC30411631,UNC30411631
19,47510191,UNC30412231,UNC30412231
19,47544692,UNC30412855,UNC30412855
19,47572127,UNC30413447,UNC30413447
19,47637350,JAX00089607,JAX00089607
19,47649099,UNC30414168,UNC30414168
19,47678594,UNC30414721,UNC30414721
19,47714907,JAX00479167,JAX00479167
19,47715445,UNC30415603,UNC30415603
19,47749015,UNC30416212,UNC30416212
19,47775922,UNC30416595,UNC30416595
19,47848508,UNC30417262,UNC30417262
19,47857611,UNC30417394,UNC30417394
19,47870595,UNC30417664,UNC30417664
19,47877663,UNC30417776,UNC30417776
19,47889014,UNC30417976,UNC30417976
19,47897351,UNC30418085,UNC30418085
19,47903959,UNC30418212,UNC30418212
19,47914103,UNC30418404,UNC30418404
19,47926810,UNC30418565,UNC30418565
19,47938045,UNC30418819,UNC30418819
19,47947049,UNC30418961,UNC30418961
19,47960434,UNC30419124,UNC30419124
19,47968620,UNC30419261,UNC30419261
19,47978796,UNC30419484,UNC30419484
19,47991944,UNC30419788,UNC30419788
19,48001485,JAX00479250,JAX00479250
19,48005580,UNC30420034,UNC30420034
19,48009987,UNC30420128,UNC30420128
19,48025534,UNC30420419,UNC30420419
19,48034169,UNC30420519,UNC30420519
19,48043500,UNC30420657,UNC30420657
19,48052171,UNC30420826,UNC30420826
19,48063495,UNC30421082,UNC30421082
19,48073383,UNC30421308,UNC30421308
19,48080923,JAX00479274,JAX00479274
19,48082268,UNC30421462,UNC30421462
19,48091612,UNC30421655,UNC30421655
19,48103472,UNC30421895,UNC30421895
19,48110201,UNC30422044,UNC30422044
19,48119871,UNC30422185,UNC30422185
19,48126669,JAX00479284,JAX00479284
19,48127280,UNC30422346,UNC30422346
19,48140553,UNC30422583,UNC30422583
19,48154441,JAX00479293,JAX00479293;JAX00479293r
19,48160479,UNC30422993,UNC30422993
19,48165238,UNC30423127,UNC30423127
19,48179191,UNC30423453,UNC30423453
19,48185390,UNC30423574,UNC30423574
19,48201653,UNC30423837,UNC30423837
19,48204864,UNC30423897,UNC30423897
19,48219977,UNC30424139,UNC30424139
19,48225332,UNC30424227,UNC30424227
19,48239404,UNC30424412,UNC30424412
19,48246631,UNC30424540,UNC30424540
19,48264683,UNC30424881,UNC30424881
19,48272827,UNC30425061,UNC30425061
19,48284023,UNC30425204,UNC30425204
19,48294607,UNC30425371,UNC30425371
19,48303989,UNC30425479,UNC30425479
19,48310514,,JAX00479311;JAX00479311q
19,48313915,UNC30425543,UNC30425543
19,48327925,UNC30425653,UNC30425653
19,48334981,UNC30425806,UNC30425806
19,48341949,UNC30425927,UNC30425927
19,48353028,UNC30426098,UNC30426098
19,48365481,UNC30426276,UNC30426276
19,48371552,UNC30426366,UNC30426366
19,4837633,UNC29837025,UNC29837025
19,48383933,UNC30426544,UNC30426544
19,48391254,UNC30426699,UNC30426699
19,48401693,UNC30426888,UNC30426888
19,48409844,UNC30427028,UNC30427028
19,48421464,UNC30427113,UNC30427113
19,48429488,UNC30427206,UNC30427206
19,48439561,UNC30427389,UNC30427389
19,48450287,UNC30427502,UNC30427502
19,48454256,UNC30427516,UNC30427516
19,48468330,UNC30427598,UNC30427598
19,48475256,UNC30427664,UNC30427664
19,48483409,,JAX00479364;JAX00479364q
19,48487655,UNC30427755,UNC30427755
19,48497670,UNC30427919,UNC30427919
19,48502690,UNC30428020,UNC30428020
19,48516651,UNC30428302,UNC30428302
19,48527999,UNC30428488,UNC30428488
19,48532918,UNC30428557,UNC30428557
19,48556062,UNC30428871,UNC30428871
19,48560998,UNC30428964,UNC30428964
19,48573767,UNC30429133,UNC30429133
19,48582411,UNC30429251,UNC30429251
19,48613224,UNC30429611,UNC30429611
19,48622723,UNC30429736,UNC30429736
19,48632540,UNC30429832,UNC30429832
19,48649773,UNC30430021,UNC30430021
19,48684788,,JAX00089685;UNCHS047931
19,48696353,UNC30430530,UNC30430530
19,48829364,UNC30431845,UNC30431845
19,48896512,UNC30432300,UNC30432300
19,48909963,UNC30432490,UNC30432490
19,48947820,UNC30432967,UNC30432967
19,49017024,UNC30433668,UNC30433668
19,49060906,UNC30434239,UNC30434239
19,4907657,UNC29837897,UNC29837897
19,49150136,UNC30435258,UNC30435258
19,49215685,UNC30436052,UNC30436052
19,49253773,UNC30436377,UNC30436377
19,49295476,UNC30436885,UNC30436885
19,49350535,UNC30437599,UNC30437599
19,49393652,UNC30438146,UNC30438146
19,49440286,UNC30438794,UNC30438794
19,49489588,UNC30439553,UNC30439553
19,4950050,UNC29838366,UNC29838366
19,49579494,UNC30440776,UNC30440776
19,49628289,UNC30441337,UNC30441337
19,49673697,UNC30442173,UNC30442173
19,49735457,UNC30443003,UNC30443003
19,49761780,UNC30443318,UNC30443318
19,49801362,UNC30444077,UNC30444077
19,49861480,UNC30444963,UNC30444963
19,49925255,UNC30445991,UNC30445991
19,49956908,UNC30446285,UNC30446285
19,50009387,UNC30446995,UNC30446995
19,50065479,UNC30447907,UNC30447907
19,50075260,UNC30448067,UNC30448067
19,50151089,UNC30449417,UNC30449417
19,50178759,UNC30449924,UNC30449924
19,50215215,UNC30450661,UNC30450661
19,50295554,UNC30452218,UNC30452218
19,50332291,UNC30452657,UNC30452657
19,50371910,UNC30453311,UNC30453311
19,50398069,UNC30453567,UNC30453567
19,50403718,UNC30453604,UNC30453604
19,50416723,UNC30453879,UNC30453879
19,50421065,UNC30453969,UNC30453969
19,50425740,UNC30454069,UNC30454069
19,50433512,UNC30454085,UNC30454085
19,50447754,UNC30454401,UNC30454401
19,50451222,UNC30454467,UNC30454467
19,50458559,UNC30454619,UNC30454619
19,50463852,UNC30454711,UNC30454711
19,50471508,UNC30454854,UNC30454854
19,50482245,UNC30455037,UNC30455037
19,50489102,UNC30455151,UNC30455151
19,50497512,UNC30455276,UNC30455276
19,50500961,,JAX00479659;JAX00479659q
19,50501312,UNC30455368,UNC30455368
19,50507621,UNC30455459,UNC30455459
19,50572386,UNC30456453,UNC30456453
19,50583534,JAX00089827,JAX00089827
19,50603607,UNC30456992,UNC30456992
19,50666231,UNC30458049,UNC30458049
19,50790171,UNC30460099,UNC30460099
19,50894915,UNC30462455,UNC30462455
19,50992660,UNC30464876,UNC30464876
19,5099671,UNC29839866,UNC29839866
19,51051092,UNC30466280,UNC30466280
19,51095089,UNC30467029,UNC30467029
19,51191307,UNC30468811,UNC30468811
19,51238891,backupUNC190084318,backupUNC190084318
19,51320228,UNC30471658,UNC30471658
19,51425967,UNC30474069,UNC30474069
19,51427565,,JAX00479848;JAX00479848q
19,51467951,UNC30474540,UNC30474540
19,51537107,UNC30475312,UNC30475312
19,51681850,UNC30477874,UNC30477874
19,51796333,UNC30479905,UNC30479905
19,51965303,UNC30483291,UNC30483291
19,52036608,UNC30484703,UNC30484703
19,5206280,UNC29840729,UNC29840729
19,52068802,B6_rs30447436,B6_rs30447436
19,52089033,UNC190593408,UNC190593408
19,52226467,UNC30487913,UNC30487913
19,52283644,UNC30488845,UNC30488845
19,52364213,UNC30490318,UNC30490318
19,52446475,UNC30491785,UNC30491785
19,52518822,,JAX00480044;JAX00480044q
19,52526962,UNC30493224,UNC30493224
19,52660061,UNC30495390,UNC30495390
19,52684880,JAX00089985,JAX00089985
19,5268749,UNC29841215,UNC29841215
19,52730021,UNC30496752,UNC30496752
19,52770709,JAX00089990,JAX00089990;JAX00089990r
19,52793914,UNC30497862,UNC30497862
19,52877128,UNC30499351,UNC30499351
19,52940525,UNC30500434,UNC30500434
19,52951104,UNC30500619,UNC30500619
19,52966814,UNC30500882,UNC30500882
19,52980332,UNC30501090,UNC30501090
19,52996198,UNC30501297,UNC30501297
19,53006459,UNC30501539,UNC30501539
19,53017252,UNC30501709,UNC30501709
19,53032891,UNC30502018,UNC30502018
19,53046515,UNC30502244,UNC30502244
19,53060529,UNC30502539,UNC30502539
19,53073325,UNC30502756,UNC30502756
19,53080699,UNC30502881,UNC30502881
19,53098569,UNC30503259,UNC30503259;UNCHS047979
19,53110321,UNC30503411,UNC30503411
19,53125161,UNC30503606,UNC30503606
19,53149636,UNC30503833,UNC30503833
19,53152827,JAX00480169,JAX00480169
19,53165980,UNC30504003,UNC30504003
19,53172893,UNC30504108,JAX00480183;UNC30504108
19,53189413,UNC30504255,UNC30504255
19,53205617,UNC30504357,UNC30504357
19,53218441,UNC30504421,UNC30504421
19,53235279,UNC30504523,UNC30504523
19,53245369,UNC30504627,UNC30504627
19,53256826,UNC30504758,UNC30504758
19,53274343,UNC30504967,UNC30504967
19,53285829,UNC30505089,UNC30505089
19,53297964,UNC30505193,UNC30505193
19,53305115,UNC30505256,UNC30505256
19,53325539,JAX00480203,JAX00480203
19,53337385,UNC30505452,UNC30505452
19,53350342,UNC30505627,UNC30505627
19,53363546,UNC30505811,UNC30505811
19,53382370,UNC30505994,UNC30505994
19,53389258,UNC30506059,UNC30506059
19,5340514,UNC29841737,UNC29841737
19,53405562,UNC30506243,UNC30506243
19,53418092,UNC30506398,UNC30506398
19,53424574,UNC30506508,UNC30506508
19,53440345,UNC30506735,UNC30506735
19,53457058,UNC30506985,UNC30506985
19,53475014,UNC30507271,UNC30507271
19,53482690,UNC30507437,UNC30507437
19,53495790,UNC30507690,UNC30507690
19,53502655,UNC30507761,UNC30507761
19,53507940,UNC30507834,UNC30507834
19,53514642,JAX00480263,JAX00480263
19,53515433,UNC30507926,UNC30507926
19,53520308,UNC30508022,UNC30508022
19,53526667,UNC30508061,UNC30508061
19,53535234,UNC30508133,UNC30508133
19,53538516,UNC30508173,UNC30508173
19,53545565,UNC30508251,UNC30508251
19,53551748,UNC30508333,UNC30508333
19,53554599,UNC30508362,UNC30508362
19,53560053,UNC30508437,UNC30508437
19,53563591,UNC30508491,UNC30508491
19,53570131,UNC30508562,UNC30508562
19,53580229,UNC30508671,UNC30508671
19,53586375,UNC30508709,UNC30508709
19,53593518,UNC30508729,UNC30508729
19,53598314,UNC30508778,UNC30508778
19,53600378,UNC30508804,UNC30508804
19,53607299,UNC30508887,UNC30508887
19,53610534,UNC30508945,UNC30508945
19,53614367,UNC30508993,UNC30508993
19,53621203,UNC30509094,UNC30509094
19,53627020,UNC30509147,UNC30509147
19,53633370,UNC30509185,UNC30509185
19,53637385,UNC30509200,UNC30509200
19,53640883,UNC30509226,UNC30509226
19,53648514,UNC30509293,UNC30509293
19,53655960,UNC30509424,UNC30509424
19,53663629,UNC30509549,UNC30509549
19,53666078,UNC30509571,UNC30509571
19,53671270,UNC30509661,UNC30509661
19,53677226,UNC30509742,UNC30509742
19,53695591,UNC30509994,UNC30509994
19,53706694,UNC30510181,UNC30510181
19,53733216,UNC30510729,UNC30510729
19,53745854,UNC30510921,UNC30510921
19,53763177,UNC30511269,UNC30511269
19,53778879,UNC30511502,UNC30511502
19,53795544,UNC30511790,UNC30511790
19,53806316,UNC30512002,UNC30512002
19,53828796,UNC30512310,UNC30512310
19,53849292,UNC30512622,UNC30512622
19,53858099,UNC30512711,UNC30512711
19,53875265,UNC30513052,UNC30513052
19,53910742,UNC30513635,UNC30513635
19,53928938,UNC30513733,UNC30513733
19,53944472,,sanger2105;sanger2105q
19,53951039,UNC30513905,UNC30513905
19,53961682,UNC30513988,UNC30513988
19,53978654,UNC30514064,UNC30514064
19,54001416,UNC30514188,UNC30514188
19,54012515,,UNCHS048004;UNCHS048005
19,54014481,UNC30514273,UNC30514273
19,54027495,UNC30514339,UNC30514339
19,54043172,UNC30514476,UNC30514476
19,54056286,UNC30514671,UNC30514671
19,54078671,UNC30515197,UNC30515197
19,54092438,UNC30515474,UNC30515474
19,54112889,UNC30515926,UNC30515926
19,54128233,UNC30516206,UNC30516206
19,54143265,UNC30516321,UNC30516321
19,54157152,UNC30516495,UNC30516495
19,54176855,UNC30516909,UNC30516909
19,54197588,UNC30517274,UNC30517274;UNCHS048011
19,54213358,UNC30517540,UNC30517540
19,54226036,UNC30517806,UNC30517806
19,54241936,UNC30518133,UNC30518133
19,54259274,UNC30518362,UNC30518362
19,54275600,UNC30518637,UNC30518637
19,54294042,UNC30518936,UNC30518936
19,54305455,UNC30519143,UNC30519143
19,54321487,UNC30519379,UNC30519379
19,5433373,UNC29842600,UNC29842600
19,54341603,UNC30519791,UNC30519791
19,54357443,UNC30520020,UNC30520020
19,54367728,UNC30520206,UNC30520206
19,54391759,UNC30520602,UNC30520602
19,54404408,UNC30520838,UNC30520838
19,54421631,UNC30521127,UNC30521127
19,54427513,UNC30521202,UNC30521202
19,54435219,JAX00480450,JAX00480450
19,54496221,UNC30522139,UNC30522139
19,54530645,JAX00090122,JAX00090122
19,54581577,UNC30522937,UNC30522937
19,54623467,UNC30523528,UNC30523528
19,54691983,UNC30524380,UNC30524380
19,54726215,JAX00090138,JAX00090138
19,54765403,UNC30525255,UNC30525255
19,54798070,UNC30525626,UNC30525626
19,54857562,UNC30526471,UNC30526471
19,54889253,JAX00090151,JAX00090151
19,54920602,UNC30527086,UNC30527086
19,54993880,UNC30528414,UNC30528414
19,5503832,UNC29843285,UNC29843285
19,55047093,UNC30529329,UNC30529329
19,55092728,JAX00480567,JAX00480567
19,55097487,JAX00480570,JAX00480570
19,55101359,UNC30530122,UNC30530122
19,55165610,UNC30531100,UNC30531100
19,55187947,UNC30531513,UNC30531513
19,55219648,UNC30532167,UNC30532167
19,55226097,JAX00480623,JAX00480623
19,55227128,UNC30532336,UNC30532336
19,55252568,UNC30532837,UNC30532837
19,5527218,,JAX00469444;JAX00469444q
19,55274710,UNC30533121,UNC30533121
19,55276584,JAX00480638,JAX00480638
19,55290515,JAX00480641,JAX00480641
19,55296960,UNC30533361,UNC30533361
19,55319278,UNC30533587,UNC30533587
19,55340867,UNC30533960,UNC30533960
19,55358622,UNC30534212,UNC30534212
19,55391867,UNC30534660,UNC30534660
19,55405002,UNC30534808,UNC30534808
19,55425965,UNC30535071,UNC30535071
19,5543534,UNC29843650,UNC29843650
19,55439768,UNC30535265,UNC30535265
19,55463902,UNC30535585,UNC30535585
19,55496162,UNC30536136,UNC30536136
19,55504574,UNC30536261,UNC30536261
19,55526478,UNC30536562,UNC30536562
19,55540058,,JAX00480704;JAX00480704q
19,55552639,UNC30537007,UNC30537007
19,55572826,UNC30537278,UNC30537278;UNCHS048040
19,55613066,UNC30537854,UNC30537854
19,55644218,UNC30538315,UNC30538315
19,55661677,UNC30538585,UNC30538585
19,55680954,JAX00480741,JAX00480741
19,55686793,UNC30538985,UNC30538985
19,55703524,UNC30539271,UNC30539271
19,55734596,UNC30539898,UNC30539898
19,55753392,UNC30540066,UNC30540066
19,55773089,UNC30540323,UNC30540323
19,55805134,UNC30540777,UNC30540777
19,55825683,UNC30541095,UNC30541095
19,55836275,UNC30541264,UNC30541264
19,55861948,UNC30541591,UNC30541591
19,55880664,JAX00480800,JAX00480800
19,55882032,UNC30541812,UNC30541812
19,55887372,JAX00090226,JAX00090226
19,55897401,UNC30541895,UNC30541895
